id|created_at|created_at_datetime|created_at_datetime_shift|from_user|from_user_id|from_user_id_str|from_user_name|id_str|in_reply_to_status_id|in_reply_to_status_id_str|iso_language_code|latitude|location|longitude|profile_image_url|profile_image_url_https|source|text|to_user|to_user_id|to_user_id_str|to_user_name|type
182783667096141824|Thu, 22 Mar 2012 10:59:56 +0000|03/22/2012 10:59:56|+0000|Hannes2000|241319155|241319155|Hannes T|182783667096141824|||sv||||http://a0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png|https://si0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png|&lt;a href=&quot;http://www.trends-im-web.de&quot; rel=&quot;nofollow&quot;&gt;Trends im Web&lt;/a&gt;|#Test entsafter bosch mes 3000 http://t.co/9fXo6zUJ #shop #tests entsafter bosch mes 3000 kaufen|||||
182783915709300737|Thu, 22 Mar 2012 11:00:56 +0000|03/22/2012 11:00:56|+0000|winzerwein|325807380|325807380|wein|182783915709300737|||de||||http://a0.twimg.com/profile_images/1417937266/weinflasche_normal.jpg|https://si0.twimg.com/profile_images/1417937266/weinflasche_normal.jpg|&lt;a href=&quot;http://www.wein-24.com/&quot; rel=&quot;nofollow&quot;&gt;Weine und Winzer&lt;/a&gt;|#Preisvergleich weinsorten lexikon http://t.co/ZZS8DbIq #shop #test weinsorten lexikon|||||
182784180982263809|Thu, 22 Mar 2012 11:01:59 +0000|03/22/2012 11:01:59|+0000|trends_Internet|241469602|241469602|dieter s|182784180982263809|||de||||http://a0.twimg.com/profile_images/1223885367/dieter_normal.jpg|https://si0.twimg.com/profile_images/1223885367/dieter_normal.jpg|&lt;a href=&quot;http://www.trends-im-web.de&quot; rel=&quot;nofollow&quot;&gt;Alex Tweets&lt;/a&gt;|#Dell Inspiron 1764 (5397063063536) Notebook #preisvergleich http://t.co/q7bermCu Bewertung Magic Devices GmbH #test #Dell|||||
182784696722272256|Thu, 22 Mar 2012 11:04:02 +0000|03/22/2012 11:04:02|+0000|Media_shopping|440959299|440959299|MediaShopping|182784696722272256|||it||||http://a0.twimg.com/profile_images/1890951045/ms_iconatwitter_new_still_normal.jpg|https://si0.twimg.com/profile_images/1890951045/ms_iconatwitter_new_still_normal.jpg|&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;|Donne italiane, in quale icona di #stile vi riconoscete? Fate il #test, e saprete quali #colori fanno per voi! http://t.co/KhtJkIRr|||||
182784887667957760|Thu, 22 Mar 2012 11:04:47 +0000|03/22/2012 11:04:47|+0000|Game2GetherDE|269282880|269282880|Game2Gether|182784887667957760|||en||||http://a0.twimg.com/profile_images/1280313136/button1_normal.jpg|https://si0.twimg.com/profile_images/1280313136/button1_normal.jpg|&lt;a href=&quot;http://game2gether.de/wordpress&quot; rel=&quot;nofollow&quot;&gt;WordpressG2&lt;/a&gt;|Game2Gether: Bit. Trip Complete Edition - Test / Review http://t.co/W9RAbqVs #Review #Test #Wii|||||
182785419509895168|Thu, 22 Mar 2012 11:06:54 +0000|03/22/2012 11:06:54|+0000|Josie_Stublick|397606398|397606398|Josephine Stublick|182785419509895168|||en||Smithtown||http://a0.twimg.com/profile_images/1884813346/Snapshot_20120309_2_normal.jpg|https://si0.twimg.com/profile_images/1884813346/Snapshot_20120309_2_normal.jpg|&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;|RT @maneprady21: Lessard still finds ways to make me miserable even when shes in the operating room #test #fuck|||||
182785680374628353|Thu, 22 Mar 2012 11:07:56 +0000|03/22/2012 11:07:56|+0000|Hannes2000|241319155|241319155|Hannes T|182785680374628353|||de||||http://a0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png|https://si0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png|&lt;a href=&quot;http://www.trends-im-web.de&quot; rel=&quot;nofollow&quot;&gt;Trends im Web&lt;/a&gt;|#Test waschmaschinen toplader test http://t.co/06SzlmL8 #shop #tests waschmaschinen toplader test kaufen|||||
182785944959721472|Thu, 22 Mar 2012 11:08:59 +0000|03/22/2012 11:08:59|+0000|abcde__z|533033830|533033830|Sebuah Huruf|182785944959721472|||en||||http://a0.twimg.com/profile_images/1930611378/097._sebuah_huruf_by_sprdphotolaps_-001_picclient_normal.jpg|https://si0.twimg.com/profile_images/1930611378/097._sebuah_huruf_by_sprdphotolaps_-001_picclient_normal.jpg|&lt;a href=&quot;http://www.osfoora.com/&quot; rel=&quot;nofollow&quot;&gt;Оsfoora for iPhone&lt;/a&gt;|my first tweeps #test|||||
182786685136932865|Thu, 22 Mar 2012 11:11:56 +0000|03/22/2012 11:11:56|+0000|Hannes2000|241319155|241319155|Hannes T|182786685136932865|||de||||http://a0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png|https://si0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png|&lt;a href=&quot;http://www.trends-im-web.de&quot; rel=&quot;nofollow&quot;&gt;Trends im Web&lt;/a&gt;|#Test entsafter braun mp 50 http://t.co/oE9ZAqqm #shop #tests entsafter braun mp 50 kaufen|||||
182787186679234560|Thu, 22 Mar 2012 11:13:55 +0000|03/22/2012 11:13:55|+0000|winzerwein|325807380|325807380|wein|182787186679234560|||de||||http://a0.twimg.com/profile_images/1417937266/weinflasche_normal.jpg|https://si0.twimg.com/profile_images/1417937266/weinflasche_normal.jpg|&lt;a href=&quot;http://www.wein-24.com/&quot; rel=&quot;nofollow&quot;&gt;Weine und Winzer&lt;/a&gt;|#Preisvergleich sekt rezepte http://t.co/1HY5N9Ch #shop #test sekt rezepte|||||
182787434130571264|Thu, 22 Mar 2012 11:14:54 +0000|03/22/2012 11:14:54|+0000|agprescilia|68659376|68659376|Agita Presilia|182787434130571264|||en||In your uncoscius dream||http://a0.twimg.com/profile_images/1873540697/image_normal.jpg|https://si0.twimg.com/profile_images/1873540697/image_normal.jpg|&lt;a href=&quot;http://instagr.am&quot; rel=&quot;nofollow&quot;&gt;instagram&lt;/a&gt;|Tester for kids #gf_daily #instadaily #bestfriend #test #girls http://t.co/2dsGM5XP|||||
182787701991411712|Thu, 22 Mar 2012 11:15:58 +0000|03/22/2012 11:15:58|+0000|trends_Internet|241469602|241469602|dieter s|182787701991411712|||de||||http://a0.twimg.com/profile_images/1223885367/dieter_normal.jpg|https://si0.twimg.com/profile_images/1223885367/dieter_normal.jpg|&lt;a href=&quot;http://www.trends-im-web.de&quot; rel=&quot;nofollow&quot;&gt;Alex Tweets&lt;/a&gt;|#Hama 3.5 HDD Case EVA #preisvergleich http://t.co/DZVstEj1 Bewertung PEARL #test #Hama|||||
182787875350380544|Thu, 22 Mar 2012 11:16:40 +0000|03/22/2012 11:16:40|+0000|agprescilia|68659376|68659376|Agita Presilia|182787875350380544|||en||In your uncoscius dream||http://a0.twimg.com/profile_images/1873540697/image_normal.jpg|https://si0.twimg.com/profile_images/1873540697/image_normal.jpg|&lt;a href=&quot;http://instagr.am&quot; rel=&quot;nofollow&quot;&gt;instagram&lt;/a&gt;|#girls #test #bestfriend #instadaily #gf_daily #psyhology http://t.co/F7ep0Nre|||||
182787976617656322|Thu, 22 Mar 2012 11:17:04 +0000|03/22/2012 11:17:04|+0000|InterimSpec|201274517|201274517|Interim Specialists|182787976617656322|||en||Oegstgeest||http://a0.twimg.com/profile_images/1461521037/logodins_normal.jpg|https://si0.twimg.com/profile_images/1461521037/logodins_normal.jpg|&lt;a href=&quot;http://twitter.com/tweetbutton&quot; rel=&quot;nofollow&quot;&gt;Tweet Button&lt;/a&gt;|#Vacature #Test Specialist - #Interim specialists #icthttp://t.co/lNnyznMD|||||
182788092292374528|Thu, 22 Mar 2012 11:17:31 +0000|03/22/2012 11:17:31|+0000|MikaelaHot|492811412|492811412|Mikaela Hall|182788092292374528|||en||||http://a0.twimg.com/profile_images/1930401558/9JBx5RFT_normal|https://si0.twimg.com/profile_images/1930401558/9JBx5RFT_normal|&lt;a href=&quot;http://twitter.com/download/android&quot; rel=&quot;nofollow&quot;&gt;Twitter for Android&lt;/a&gt;|Im up and I'm getting ready... lets see if I make it on time! @6:15 #Test|||||
182788409889259521|Thu, 22 Mar 2012 11:18:47 +0000|03/22/2012 11:18:47|+0000|IciBeaute|326174623|326174623|Ici Beauté|182788409889259521|||en||Rotterdam, the Netherlands||http://a0.twimg.com/profile_images/1436702790/sulatha_logo7_normal.jpg|https://si0.twimg.com/profile_images/1436702790/sulatha_logo7_normal.jpg|&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;|#Test: If your skin immediately springs back to shape than you have good elasticity indicating plentiful levels of collagen and elastin. #FB|||||
182788722171969536|Thu, 22 Mar 2012 11:20:02 +0000|03/22/2012 11:20:02|+0000|megatest|15578924|15578924|megatest|182788722171969536|||de||Germany||http://a0.twimg.com/profile_images/57150553/megatest_logo_normal.jpg|https://si0.twimg.com/profile_images/57150553/megatest_logo_normal.jpg|&lt;a href=&quot;http://www.logat.de&quot; rel=&quot;nofollow&quot;&gt;Logat CMS&lt;/a&gt;|#Neu auf #MEGATEST: #Raidmax Viper - #Sonstiges Zubehör. #Test #Testberichte http://t.co/km24vUWo|||||
182789288327524352|Thu, 22 Mar 2012 11:22:17 +0000|03/22/2012 11:22:17|+0000|KirleneKandice|105467054|105467054|Kirlene Kandice|182789288327524352|||en||Miami, FL - Trinidad||http://a0.twimg.com/profile_images/1870351498/image_normal.jpg|https://si0.twimg.com/profile_images/1870351498/image_normal.jpg|&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;|Off to school. :( #help #test #taketwo|||||
182789508658495489|Thu, 22 Mar 2012 11:23:09 +0000|03/22/2012 11:23:09|+0000|4April_Luthfi94|300239854|300239854|Mochammad Luthfi|182789508658495489|||da||cirebon, indonesia 1/2 merdeka||http://a0.twimg.com/profile_images/1913462040/Foto-0003_e1_normal.jpg|https://si0.twimg.com/profile_images/1913462040/Foto-0003_e1_normal.jpg|&lt;a href=&quot;http://mobile.twitter.com&quot; rel=&quot;nofollow&quot;&gt;Mobile Web&lt;/a&gt;|dicoba. test #test 1 2 3 5, dicoba........|||||
182789561187971072|Thu, 22 Mar 2012 11:23:22 +0000|03/22/2012 11:23:22|+0000|joshualiant|332254946|332254946|yosua lianto|182789561187971072|||in||Yogyakarta, Indonesia||http://a0.twimg.com/profile_images/1729283959/asasas_normal.jpg|https://si0.twimg.com/profile_images/1729283959/asasas_normal.jpg|&lt;a href=&quot;http://ubersocial.com&quot; rel=&quot;nofollow&quot;&gt;ÜberSocial for BlackBerry&lt;/a&gt;|ini ibu budi #test|||||
182789706042441728|Thu, 22 Mar 2012 11:23:56 +0000|03/22/2012 11:23:56|+0000|Hannes2000|241319155|241319155|Hannes T|182789706042441728|||de||||http://a0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png|https://si0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png|&lt;a href=&quot;http://www.trends-im-web.de&quot; rel=&quot;nofollow&quot;&gt;Trends im Web&lt;/a&gt;|#Test entsafter testsieger stiftung warentest http://t.co/ypJsQNRW #shop #tests entsafter testsieger stiftung warentest kaufen|||||
182789854336258049|Thu, 22 Mar 2012 11:24:32 +0000|03/22/2012 11:24:32|+0000|Scottington|233445424|233445424|Scott Sandlin|182789854336258049|||en||||http://a0.twimg.com/profile_images/1732881048/xmas_normal.jpg|https://si0.twimg.com/profile_images/1732881048/xmas_normal.jpg|&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;|7:15am has gotta be one of the ugliest sights in the world #tooearly #test #study #shit|||||
182790457758191616|Thu, 22 Mar 2012 11:26:55 +0000|03/22/2012 11:26:55|+0000|winzerwein|325807380|325807380|wein|182790457758191616|||de||||http://a0.twimg.com/profile_images/1417937266/weinflasche_normal.jpg|https://si0.twimg.com/profile_images/1417937266/weinflasche_normal.jpg|&lt;a href=&quot;http://www.wein-24.com/&quot; rel=&quot;nofollow&quot;&gt;Weine und Winzer&lt;/a&gt;|#Preisvergleich bier kaufen http://t.co/G75IX3Of #shop #test bier kaufen|||||
182790710959943681|Thu, 22 Mar 2012 11:27:56 +0000|03/22/2012 11:27:56|+0000|Hannes2000|241319155|241319155|Hannes T|182790710959943681|||de||||http://a0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png|https://si0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png|&lt;a href=&quot;http://www.trends-im-web.de&quot; rel=&quot;nofollow&quot;&gt;Trends im Web&lt;/a&gt;|#Test waschtrockner test stiftung warentest http://t.co/5gBGwfZB #shop #tests waschtrockner test stiftung warentest kaufen|||||
182791229023588352|Thu, 22 Mar 2012 11:29:59 +0000|03/22/2012 11:29:59|+0000|trends_Internet|241469602|241469602|dieter s|182791229023588352|||de||||http://a0.twimg.com/profile_images/1223885367/dieter_normal.jpg|https://si0.twimg.com/profile_images/1223885367/dieter_normal.jpg|&lt;a href=&quot;http://www.trends-im-web.de&quot; rel=&quot;nofollow&quot;&gt;Alex Tweets&lt;/a&gt;|#Samsung GALAXY Y Smartphone #preisvergleich http://t.co/3mfzGgQ1 Bewertung PEARL #test #Samsung|||||
182791313048080384|Thu, 22 Mar 2012 11:30:19 +0000|03/22/2012 11:30:19|+0000|yonasdwiagung|105414280|105414280|Yonas|182791313048080384|||in||Yogyakarta, Indonesia||http://a0.twimg.com/profile_images/1864576209/254773_1445319748423_1696047233_648338_5106594_n_normal.jpg|https://si0.twimg.com/profile_images/1864576209/254773_1445319748423_1696047233_648338_5106594_n_normal.jpg|&lt;a href=&quot;http://ubersocial.com&quot; rel=&quot;nofollow&quot;&gt;ÜberSocial for BlackBerry&lt;/a&gt;|Kok pagop e koe RT @joshualiant: ini ibu budi #test|||||
182791366374461440|Thu, 22 Mar 2012 11:30:32 +0000|03/22/2012 11:30:32|+0000|DanyParamore_04|498065617|498065617|Daniel Jonathan|182791366374461440|||nl||Tangerang City||http://a0.twimg.com/profile_images/1841226684/daniel_normal.jpg|https://si0.twimg.com/profile_images/1841226684/daniel_normal.jpg|&lt;a href=&quot;http://mobile.twitter.com&quot; rel=&quot;nofollow&quot;&gt;Mobile Web&lt;/a&gt;|#Test|||||
182792587378302976|Thu, 22 Mar 2012 11:35:23 +0000|03/22/2012 11:35:23|+0000|UKTestingJobs|116412177|116412177|Technojobs Limited|182792587378302976|||en||London||http://a0.twimg.com/profile_images/1891277453/TJ-stripes_normal.jpg|https://si0.twimg.com/profile_images/1891277453/TJ-stripes_normal.jpg|&lt;a href=&quot;http://twitterfeed.com&quot; rel=&quot;nofollow&quot;&gt;twitterfeed&lt;/a&gt;|#jobs #test SAP IS-Retail Consultant: Salary/Rate: NegotiableLocation: brusselsAston Carter is URGENTLY looking ... http://t.co/zEfhL5H5|||||
182792588657561600|Thu, 22 Mar 2012 11:35:23 +0000|03/22/2012 11:35:23|+0000|UKTestingJobs|116412177|116412177|Technojobs Limited|182792588657561600|||en||London||http://a0.twimg.com/profile_images/1891277453/TJ-stripes_normal.jpg|https://si0.twimg.com/profile_images/1891277453/TJ-stripes_normal.jpg|&lt;a href=&quot;http://twitterfeed.com&quot; rel=&quot;nofollow&quot;&gt;twitterfeed&lt;/a&gt;|#jobs #test Test Engineer / QA Testing (UNIX/Linux, SQL): Salary/Rate: £30000 - £45000Location: londonTest Engin... http://t.co/IYIkzImr|||||
